wd18cd,wd18nm,lat,long
E05000310,Gooshays,0.231215401557624,51.6149360527051
E05000311,Hacton,0.219049304028473,51.55049363167
E05000312,Harold Wood,0.246630353434395,51.5922906691899
E05000313,Havering Park,0.174387266437969,51.612993255147
E05000314,Heaton,0.208915285743697,51.6047291894342
E05000315,Hylands,0.198371832446173,51.5635113471165
E05000316,Mawneys,0.160095676295872,51.5914462460193
E05000317,Pettits,0.18660161709941,51.592560016335
E05000318,Rainham and Wennington,0.209597351430455,51.5116254351946
E05000319,Romford Town,0.188716874315902,51.5772591880373
E05000320,St Andrew's,0.21749240271705,51.5597870849526
E05000321,South Hornchurch,0.181129422608223,51.5249197540565
E05000322,Squirrel's Heath,0.212518777894754,51.582629091688
E05000323,Upminster,0.272820905104002,51.5452520297614
E05000324,Barnhill,-0.407130726161962,51.5251954531513
E05000325,Botwell,-0.433120848740176,51.5123311109044
E05000326,Brunel,-0.464108942597083,51.5281452719164
E05000327,Cavendish,-0.396526049247946,51.5703244547722
E05000328,Charville,-0.426768082878643,51.5322750206435
E05000329,Eastcote and East Ruislip,-0.412277719821498,51.5831803142927
E05000330,Harefield,-0.476214046970136,51.5984722182746
E05000331,Heathrow Villages,-0.458721199491065,51.4772731358477
E05000332,Hillingdon East,-0.437894394424871,51.542510652353
E05000333,Ickenham,-0.46033105263949,51.5648156931888
E05000334,Manor,-0.413896271883165,51.5686435792035
E05000335,Northwood,-0.436661225845611,51.6057935252462
E05000336,Northwood Hills,-0.409572477028869,51.5988419873447
E05000337,Pinkwell,-0.433441070021849,51.4985802947191
E05000338,South Ruislip,-0.408653335720606,51.5551777814758
E05000339,Townfield,-0.40971028987305,51.5115252242844
E05000340,Uxbridge North,-0.464608115217196,51.5469831070007
E05000341,Uxbridge South,-0.484424501799597,51.5350501156613
E05000342,West Drayton,-0.470305899558804,51.5026616645772
E05000343,West Ruislip,-0.43796639336585,51.58110370003
E05000344,Yeading,-0.389086461522482,51.5231976148534
E05000345,Yiewsley,-0.46609433760408,51.5159991353868
E05000346,Bedfont,-0.439923919532339,51.450406200681
E05000347,Brentford,-0.301769307446043,51.4927838271289
E05000348,Chiswick Homefields,-0.254409675472585,51.4844811809042
E05000349,Chiswick Riverside,-0.269932713159338,51.4834824337522
E05000350,Cranford,-0.404853461657557,51.4734932837635
E05000351,Feltham North,-0.410745055650744,51.4576905100077
E05000352,Feltham West,-0.428080474261921,51.4392581021114
E05000353,Hanworth,-0.391443859299333,51.4325124961669
E05000354,Hanworth Park,-0.402275887926206,51.4404031816473
E05000355,Heston Central,-0.380789678952218,51.4788778121555
E05000356,Heston East,-0.370385592934863,51.4839897035548
E05000357,Heston West,-0.397343754189251,51.4880431787112
E05000358,Hounslow Central,-0.35663670839271,51.4710369087299
E05000359,Hounslow Heath,-0.381259972139867,51.459009293252
E05000360,Hounslow South,-0.350056487870597,51.4630365944052
E05000361,Hounslow West,-0.383104547280674,51.4683876977313
E05000362,Isleworth,-0.331941918047353,51.4647594936788
E05000363,Osterley and Spring Grove,-0.344248594334358,51.4867103700005
E05000364,Syon,-0.317604748506115,51.4789914770038
E05000365,Turnham Green,-0.270426498712121,51.4928710340189
E05000366,Barnsbury,-0.111071267278941,51.5373602439542
E05000367,Bunhill,-0.0945755634631038,51.5249235155603
E05000368,Caledonian,-0.118948404559881,51.5404820744434
E05000369,Canonbury,-0.0911733299689939,51.5433953396347
E05000370,Clerkenwell,-0.108102355149326,51.5265519131656
E05000371,Finsbury Park,-0.113582876942334,51.561806482451
E05000372,Highbury East,-0.0983488621974084,51.5531076616045
E05000373,Highbury West,-0.105606857229948,51.5569329147593
E05000374,Hillrise,-0.128194918118801,51.5706723562896
E05000375,Holloway,-0.119303678290771,51.5507861051288
E05000376,Junction,-0.135008495187691,51.5630735290479
E05000377,Mildmay,-0.0867544961814593,51.5495599154806
E05000378,St George's,-0.128096372123445,51.5558065591556
E05000379,St Mary's,-0.104284544766801,51.5422370039502
E05000380,St Peter's,-0.0972230922549771,51.5353476789775
E05000381,Tollington,-0.11974928993503,51.5670709340329
E05000400,Alexandra,-0.275249872582048,51.3838855858148
E05000401,Berrylands,-0.289433731979897,51.3926451516689
E05000402,Beverley,-0.258914554677188,51.4027390542975
E05000403,Canbury,-0.294640784497573,51.4168516095328
E05000404,Chessington North and Hook,-0.305344790751998,51.3681522801822
E05000405,Chessington South,-0.312003384590564,51.3479642957217
E05000406,Coombe Hill,-0.264660694986103,51.4217672744802
E05000407,Coombe Vale,-0.267368399865044,51.4092409345789
E05000408,Grove,-0.29988779847972,51.4046735035249
E05000409,Norbiton,-0.285561551251047,51.4076030469628
E05000410,Old Malden,-0.255418245524629,51.3850126342879
E05000411,St James,-0.256426753057788,51.3932613371538
E05000412,St Mark's,-0.301669886392827,51.3960485534146
E05000413,Surbiton Hill,-0.301298721841834,51.384809934216
E05000414,Tolworth and Hook Rise,-0.289881331652374,51.3742675813055
E05000415,Tudor,-0.30129660392906,51.4249631610105
E05000416,Bishop's,-0.113894084500226,51.500889855547904
E05000417,Brixton Hill,-0.123864833051857,51.4528398784082
E05000418,Clapham Common,-0.139656765763169,51.4562882876553
E05000419,Clapham Town,-0.141657550313076,51.4652205793804
E05000420,Coldharbour,-0.1084800823066,51.4637243818876
E05000421,Ferndale,-0.12160073118847,51.4638375710585
E05000422,Gipsy Hill,-0.0919789516772961,51.4274220625328
E05000423,Herne Hill,-0.101284039105134,51.458931148848
E05000424,Knight's Hill,-0.107873191213057,51.4292871222636
E05000425,Larkhall,-0.12879955917212,51.468798419255
E05000426,Oval,-0.117919202062119,51.4825062101586
E05000427,Prince's,-0.113971847257611,51.4901439375201
E05000428,St Leonard's,-0.133476397856648,51.4298301894554
E05000429,Stockwell,-0.124370643859174,51.4749413008067
E05000430,Streatham Hill,-0.122174556582679,51.4407597110862
E05000431,Streatham South,-0.130355736633801,51.4173800390196
E05000432,Streatham Wells,-0.121851032912138,51.4299799825775
E05000433,Thornton,-0.136710012194305,51.4470305569237
E05000434,Thurlow Park,-0.100663580864129,51.4412078182514
E05000435,Tulse Hill,-0.115266865829005,51.4496112627364
E05000436,Vassall,-0.109110013375859,51.474858847656
E05000437,Bellingham,-0.0250268278305888,51.4277975318543
E05000438,Blackheath,0.00104120662372725,51.4666696144936
E05000439,Brockley,-0.0301776113978095,51.469233080274
E05000440,Catford South,-0.00862941457422606,51.4393427414603
E05000441,Crofton Park,-0.0387183258866093,51.4492254778615
E05000442,Downham,0.00167628374629046,51.4243632944774
E05000443,Evelyn,-0.0356293831241725,51.4861134098026
E05000444,Forest Hill,-0.0580916958698358,51.4405448764208
E05000445,Grove Park,0.0232996752707623,51.435913260054
E05000446,Ladywell,-0.025502878581769,51.4590026296862
E05000447,Lee Green,0.00712418100040739,51.4524961038054
E05000448,Lewisham Central,-0.00956326666568498,51.4559901750849
E05000449,New Cross,-0.0401175111326481,51.479673700317
E05000450,Perry Vale,-0.0443892001389686,51.4363875001984
E05000451,Rushey Green,-0.020594813531376,51.4459387548972
E05000452,Sydenham,-0.0567291574805832,51.4274657654173
E05000453,Telegraph Hill,-0.0443847661435121,51.4674998056952
E05000454,Whitefoot,2.52261723090001e-4,51.4332478989518
E05000455,Abbey,-0.191088475521224,51.4140823925752
E05000456,Cannon Hill,-0.214457086940036,51.4008524557636
E05000457,Colliers Wood,-0.173874129946808,51.4181766157782
E05000458,Cricket Green,-0.164002302333356,51.39774581013
E05000459,Dundonald,-0.213218599103094,51.4135136719544
E05000460,Figge's Marsh,-0.1577575559919,51.4080480238182
E05000461,Graveney,-0.153338012055565,51.4169299008867
E05000462,Hillside,-0.21328897683952,51.4204547985162
E05000463,Lavender Fields,-0.171314913667136,51.411186725566
E05000464,Longthornton,-0.141482636293134,51.4077843203038
E05000465,Lower Morden,-0.222158517505949,51.3884115609862
E05000466,Merton Park,-0.200959755871283,51.4063366019795
E05000467,Pollards Hill,-0.140396116884301,51.3981785406796
E05000468,Ravensbury,-0.181996647325446,51.3961851416394
E05000469,Raynes Park,-0.235412273435716,51.4108991267889
E05000470,St Helier,-0.198838116953692,51.3921521224663
E05000471,Trinity,-0.19178060235105,51.4221024519269
E05000472,Village,-0.23144695087208,51.4272682383777
E05000473,West Barnes,-0.235017446164721,51.3983180757522
E05000474,Wimbledon Park,-0.197231536431511,51.4325405022796
E05000475,Beckton,0.0702608176516195,51.5159534204621
E05000476,Boleyn,0.0414194325148791,51.5310899708347
E05000477,Canning Town North,0.00760393685422885,51.5224755511817
E05000478,Canning Town South,0.0174397742424523,51.5127810186428
E05000479,Custom House,0.0352335158033121,51.5120796395026
E05000480,East Ham Central,0.0518495406142806,51.5326546635213
E05000481,East Ham North,0.0512589285752004,51.5425466723486
E05000482,East Ham South,0.0586518308688998,51.524733214455
E05000483,Forest Gate North,0.0198529608676133,51.5514184141784
E05000484,Forest Gate South,0.0200365061326734,51.5456964440816
E05000485,Green Street East,0.0370427780686563,51.5418662385914
E05000486,Green Street West,0.0285361624791819,51.5400301602021
E05000487,Little Ilford,0.0569372408676462,51.5537642653884
E05000488,Manor Park,0.0443190029484326,51.5499668855513
E05000489,Plaistow North,0.0231282930517218,51.531806041209
E05000490,Plaistow South,0.0324364974985462,51.5240569166977
E05000491,Royal Docks,0.0465099280107508,51.5029412756858
E05000492,Stratford and New Town,-0.00607600070985903,51.5401042083935
E05000493,Wall End,0.0631516553736202,51.536324632903
E05000494,West Ham,0.0114150288041052,51.5356066071561
E05000516,Barnes,-0.237351348651464,51.4796477319274
E05000517,East Sheen,-0.264100753711364,51.4511911984342
E05000518,Fulwell and Hampton Hill,-0.351765010129183,51.428474044793
E05000519,"Ham, Petersham and Richmond Riverside",-0.295724098135072,51.4377280790141
E05000520,Hampton,-0.350234806625949,51.4094966971741
E05000521,Hampton North,-0.374922509503051,51.4278837216419
E05000522,Hampton Wick,-0.315397923334965,51.4167042107024
E05000523,Heathfield,-0.371819300528753,51.4483351600047
E05000524,Kew,-0.288620913165495,51.4767522775836
E05000525,Mortlake and Barnes Common,-0.249932614088979,51.4689591442834
E05000526,North Richmond,-0.298568973139161,51.4671117700549
E05000527,St Margarets and North Twickenham,-0.330090392125881,51.4552065891895
E05000528,South Richmond,-0.292439407600748,51.4575101485268
E05000529,South Twickenham,-0.338740207902178,51.4404257272488
E05000530,Teddington,-0.335074596849065,51.4198518856823
E05000531,Twickenham Riverside,-0.317802437491994,51.4510184371635
E05000532,West Twickenham,-0.358571880557167,51.4394404015307
E05000533,Whitton,-0.357013079607436,51.4534846180107
E05000555,Beddington North,-0.137830399968273,51.3763778766678
E05000556,Beddington South,-0.132347240010156,51.3519422071506
E05000557,Belmont,-0.194056726500605,51.3480450357659
E05000558,Carshalton Central,-0.169585159833821,51.3643870733121
E05000559,Carshalton South and Clockhouse,-0.163176824913596,51.3403875072285
E05000560,Cheam,-0.215996231187896,51.3478692688084
E05000561,Nonsuch,-0.232589403922254,51.3705524210892
E05000562,St Helier,-0.183380661811431,51.3822283794898
E05000563,Stonecot,-0.210044706512122,51.3787944030997
E05000564,Sutton Central,-0.190432213425298,51.3652594095916
E05000565,Sutton North,-0.193253620967341,51.3749953718567
E05000566,Sutton South,-0.187140916128252,51.3561054790862
E05000567,Sutton West,-0.205312999031624,51.3623633896463
E05000568,The Wrythe,-0.168952185984864,51.3744578640753
E05000569,Wallington North,-0.150846538256601,51.367217367402
E05000570,Wallington South,-0.149902172292392,51.3545467466604
E05000571,Wandle Valley,-0.165169042357858,51.3849470956379
E05000572,Worcester Park,-0.232233865145383,51.3801704107704
E05000590,Cann Hall,0.0119289384732099,51.5572019403847
E05000591,Cathall,3.13815962708773e-4,51.5564941523539
E05000592,Chapel End,-0.0119572605526723,51.5972949131301
E05000593,Chingford Green,0.0052804749350678,51.6357928436491
E05000594,Endlebury,-0.00953968888490869,51.6269406705542
E05000595,Forest,0.00309023504739103,51.5768776136826
E05000596,Grove Green,-0.00424930166304922,51.5636228015102
E05000597,Hale End and Highams Park,0.00492962822047605,51.6024296302984
E05000598,Hatch Lane,0.00970133354233659,51.6172366793443
E05000599,High Street,-0.0445774437758308,51.580448789462
E05000600,Higham Hill,-0.0373629155102207,51.5976468288338
E05000601,Hoe Street,-0.0139790307838852,51.5835972839438
E05000602,Larkswood,-0.00971849166133156,51.6142613551296
E05000603,Lea Bridge,-0.0324442486577284,51.5684098674276
E05000604,Leyton,-0.0159477896149233,51.5618630081339
E05000605,Leytonstone,0.00899157523497629,51.5691572576893
E05000606,Markhouse,-0.0304457411448829,51.5769805892802
E05000607,Valley,-0.0243791743307109,51.6128599254608
E05000608,William Morris,-0.0281398558374556,51.5902598125773
E05000609,Wood Street,0.00168278009543633,51.5870875184942
E05000610,Balham,-0.151732721185396,51.4498822199671
E05000611,Bedford,-0.14792024348688,51.4357043983444
E05000612,Earlsfield,-0.185707329043012,51.440183173476
E05000613,East Putney,-0.212687491919379,51.4558447575919
E05000614,Fairfield,-0.188124773641141,51.4587429503015
E05000615,Furzedown,-0.146538462193978,51.4245618336514
E05000616,Graveney,-0.162807420492874,51.4255013163146
E05000617,Latchmere,-0.168795020160505,51.4684254319231
E05000618,Nightingale,-0.159890072505772,51.4431139643021
E05000619,Northcote,-0.163453366197735,51.4577308593995
E05000620,Queenstown,-0.147113642594324,51.4774905436646
E05000621,Roehampton and Putney Heath,-0.240665210832931,51.4485089515646
E05000622,St Mary's Park,-0.172485325815918,51.4736157843104
E05000623,Shaftesbury,-0.157909287298175,51.4653301416373
E05000624,Southfields,-0.198657010066444,51.4473052215686
E05000625,Thamesfield,-0.218217287740801,51.4651780917565
E05000626,Tooting,-0.172267698256517,51.4302245893417
E05000627,Wandsworth Common,-0.175868956182883,51.4470889734767
E05000628,West Hill,-0.214355587990895,51.4446805549321
E05000629,West Putney,-0.233755866460823,51.4583065595693
E05000630,Abbey Road,-0.178172330291753,51.5349026483607
E05000631,Bayswater,-0.191868808084254,51.5170819092482
E05000632,Bryanston and Dorset Square,-0.161944423911507,51.5195475927303
E05000633,Churchill,-0.147500706712024,51.4883100746073
E05000634,Church Street,-0.169657682661679,51.5239029986373
E05000635,Harrow Road,-0.199449658487063,51.5266156616635
E05000636,Hyde Park,-0.172964298114767,51.5160639309202
E05000637,Knightsbridge and Belgravia,-0.166729798712684,51.5044029052312
E05000638,Lancaster Gate,-0.185383741318522,51.5131845247137
E05000639,Little Venice,-0.180763636641215,51.5235571432802
E05000640,Maida Vale,-0.189497180671073,51.5297987651379
E05000641,Marylebone High Street,-0.150328041018268,51.5196296477945
E05000642,Queen's Park,-0.208659480966103,51.5294887659385
E05000643,Regent's Park,-0.161907377268623,51.5300281544344
E05000644,St James's,-0.131396680813929,51.5046712073078
E05000645,Tachbrook,-0.13482258663036,51.4883895936981
E05000646,Vincent Square,-0.132739165834964,51.4931839780805
E05000647,Warwick,-0.14385599598401,51.4920865333552
E05000648,Westbourne,-0.193756587614447,51.5212595894349
E05000649,West End,-0.143552393828844,51.5123492794385
E05000650,Astley Bridge,-2.44387375661386,53.6112863958427
E05000651,Bradshaw,-2.3872251682854,53.61009525408
